,SERIAL,JOURV7,DEVICE,SEXE,AGE2,DEP,REG12,AGGLO5,EMP,PCSI,MAR,A0_0,A0_1,A0_2,A1,A2,A2BIS,A3_0,A3_1,A3BIS,A4,A5Q,A6_0,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_8,A6_9,A6_10,B1Q,B2_0,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B3Q,B5Q,B5AQ,B5BQ,B5CQ,B6Q_0,B6Q_1,B6Q_2,C1C2,C3,C4_0,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C4_7,C51,C52,C53,C54,C6_0,C6_1,C6_2,C6_3,C7,C7DEP,C7REG12,C8Q,C9QA,C9QB,C9QC,C10,C11,D60A,D60,D61,D62_0,D62_1,D62_2,D63,ALEAD65,D65,D66,ALEAD70,D70,D71,D67,D68_0,D68_1,D68_2,D68_3,D68_4,D68_5,D68_6,D68_7,D68_8,D69_0,D69_1,D69_2,D69_3,D69_4,D69_5,D69_6,D69_7
543,544,2,1,2,8,31,10,4,1,4,3,7,1,2,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,2,2,1,1,2,1,2,2,2,540,10,,35.0,35.0,1,0,3,3,2.0,2,2,2,2,2,2,2,2,4,4,4,4,3.0,,,,1,31.0,10,7.0,2,0,0,5,4.0,4,1,1,2,3,2,2,1,3.0,,1,3.0,,2,2,2,2,3,2,2,3,2,3,3,3,3,3,3,2,4,2
544,545,2,1,1,9,3,11,2,7,7,3,8,7,4,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,10,2,2,1,1,1,1,1,2,1,30,0,,,,0,0,0,4,,2,2,2,2,2,1,2,2,4,4,4,4,,,,,1,3.0,11,6.0,2,0,0,3,,6,2,2,4,2,1,1,2,,3.0,1,4.0,,2,1,2,2,2,4,4,2,2,3,3,2,2,1,1,3,5,4
545,546,2,1,1,2,78,1,5,1,4,1,5,8,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,2,2,120,0,,,,0,0,0,2,,2,2,2,2,2,2,2,2,4,3,4,4,3.0,,,,1,78.0,1,3.0,1,0,0,6,4.0,2,1,1,3,2,1,1,1,3.0,,1,5.0,,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,2,2,1
546,547,2,1,1,7,69,11,4,1,4,5,1,3,5,1,3.0,,2,,1,2,,2,2,1,1,1,2,2,1,1,1,2,9,1,2,6,1,1,5,1,3,2,480,10,,,,0,5,4,3,,2,2,2,2,2,2,2,2,3,3,3,4,1.0,,,,1,69.0,11,4.0,1,0,0,5,1.0,2,2,2,3,2,1,1,1,3.0,,1,3.0,,2,1,2,2,3,2,3,2,3,4,1,1,1,2,1,1,1,2
547,548,2,1,2,5,35,8,2,1,4,7,7,1,3,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,4,1,4,1,1,2,1,1,2,4,90,0,,,,1,0,10,2,2.0,2,2,2,2,2,2,2,2,4,3,4,4,1.0,3.0,8.0,,1,35.0,8,5.0,4,2,0,6,1.0,2,2,1,2,3,2,2,1,2.0,,1,4.0,,1,2,2,2,2,2,2,2,2,2,5,5,3,4,3,5,5,5
548,549,2,1,1,10,13,12,4,7,7,3,5,7,4,2,,2.0,3,,2,2,,2,2,2,2,2,1,2,2,2,2,1,7,2,2,2,1,2,1,1,2,3,90,0,,,,3,0,0,3,,2,2,2,2,2,1,2,2,4,4,4,3,,,,,1,13.0,12,6.0,5,0,0,5,1.0,3,2,2,2,4,2,2,2,,3.0,2,,1.0,1,2,2,2,2,2,2,3,3,4,5,5,5,4,5,3,5,4
549,550,2,2,2,8,13,12,4,1,5,3,8,4,9,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,2,1,1,3,1,660,28,,60.0,60.0,2,5,0,3,2.0,2,2,2,2,2,2,3,2,4,4,4,4,1.0,,,,1,13.0,12,5.0,1,0,0,4,,5,2,1,1,4,1,1,2,,1.0,2,,4.0,2,2,4,2,4,3,4,3,3,4,3,3,2,2,1,2,2,3
550,551,4,2,1,3,28,2,3,3,2,2,8,4,3,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,3,2,3,3,5,210,60,,70.0,,10,20,5,2,,2,2,2,2,2,2,2,2,4,4,4,4,1.0,,,,1,28.0,2,3.0,3,1,0,6,5.0,6,2,1,3,3,1,2,1,3.0,,1,4.0,,2,2,3,3,3,3,3,2,3,3,2,2,3,1,1,2,2,4
551,552,2,2,2,1,95,1,5,8,8,1,3,4,1,2,,2.0,3,,1,2,,1,2,2,2,2,2,2,2,2,2,2,8,1,2,1,1,3,3,3,1,3,30,1,18.0,,,2,0,0,1,2.0,2,2,2,2,2,2,2,2,2,4,4,2,,,,,1,95.0,1,7.0,3,0,0,4,,6,2,1,1,3,2,2,2,,3.0,2,,2.0,2,2,4,4,4,2,3,4,4,3,2,4,2,2,3,2,2,4
552,553,2,2,2,1,76,4,4,8,8,1,1,4,8,2,,2.0,3,,2,2,,2,2,2,2,2,1,2,3,2,2,2,6,3,3,1,2,3,1,2,3,1,180,4,,,,0,2,0,5,2.0,2,2,2,2,2,2,2,2,4,3,4,4,,,,,1,76.0,4,7.0,2,0,0,4,,3,1,1,2,3,2,1,1,3.0,,1,5.0,,1,2,2,2,2,2,2,2,2,2,5,5,4,5,5,5,4,4
553,554,2,2,1,5,6,12,4,1,5,3,11,11,11,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,9,2,2,1,1,1,1,1,1,1,0,0,,,,0,1,0,5,,2,2,2,2,2,1,2,2,4,3,4,3,5.0,,,,1,6.0,12,2.0,1,0,0,3,,3,1,1,2,4,2,2,2,,3.0,2,,4.0,2,2,3,3,3,3,3,2,3,2,2,3,2,2,2,2,2,2
554,555,2,1,2,6,4,12,2,1,5,3,6,2,10,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,2,2,1,1,1,1,1,1,2,5,0,,,,0,0,5,3,2.0,2,2,2,2,2,2,2,2,4,3,3,4,2.0,,,,1,4.0,12,6.0,4,1,0,4,,6,1,1,2,3,2,2,2,,3.0,2,,5.0,2,3,3,3,3,3,3,3,3,3,2,1,2,2,1,2,5,2
555,556,2,1,2,8,44,7,4,1,5,2,1,5,4,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,2,1,2,2,4,540,5,,40.0,32.0,0,0,7,3,2.0,2,2,2,2,2,1,2,2,3,3,4,3,1.0,,,,1,44.0,7,7.0,4,0,0,3,,6,1,1,2,3,2,1,1,3.0,,1,3.0,,2,1,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,5
556,557,2,2,2,3,80,5,4,1,3,7,4,5,7,2,,2.0,2,,2,2,,2,2,2,2,2,3,2,2,2,2,2,6,2,2,3,2,1,3,1,2,3,90,4,,69.0,40.0,0,1,0,2,2.0,2,2,2,2,2,2,2,2,1,1,2,1,3.0,,,,1,80.0,5,3.0,2,0,0,6,4.0,1,1,1,1,4,2,1,2,,3.0,2,,4.0,2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,3,5,5
557,558,2,1,2,4,81,10,1,1,3,7,7,6,9,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,2,3,30,30,,40.0,40.0,2,2,0,3,2.0,2,2,2,2,2,2,2,2,4,4,4,4,3.0,,,,1,81.0,10,7.0,5,3,0,6,1.0,4,2,1,2,3,2,1,1,3.0,,1,4.0,,1,2,2,2,3,2,3,3,2,3,3,4,4,4,2,2,4,2
558,559,2,1,2,5,63,11,3,1,4,3,10,9,1,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,1,1,0,2,,42.0,9.0,0,0,0,2,2.0,2,2,1,2,2,2,2,2,4,3,4,4,1.0,3.0,,,1,63.0,11,6.0,3,1,0,5,5.0,4,1,1,1,2,2,1,1,2.0,,1,2.0,,2,2,2,2,3,2,3,2,3,3,2,3,2,2,2,2,2,2
559,560,2,1,2,2,76,4,2,1,6,1,1,10,3,2,,2.0,1,,2,2,,2,2,1,1,2,2,2,2,2,2,2,10,3,2,2,2,1,1,1,1,2,420,20,,,,0,0,5,2,2.0,2,2,2,2,2,2,2,2,3,1,3,3,1.0,,,,1,76.0,4,4.0,3,0,0,5,5.0,6,2,1,1,3,4,1,1,1.0,,1,1.0,,2,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5
560,561,2,1,2,10,75,1,5,7,7,5,5,1,6,2,,2.0,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,3,3,1,1,1,1,2,2,2,120,10,,40.0,60.0,0,1,0,2,2.0,2,2,2,2,2,2,2,2,4,3,4,4,,,,,1,75.0,1,1.0,1,1,0,5,3.0,3,1,1,2,3,3,2,1,3.0,,1,2.0,,1,2,2,2,2,2,2,2,3,3,4,4,2,4,2,4,4,3
561,562,2,1,1,6,62,5,3,4,4,1,4,8,3,1,3.0,,2,,2,2,,2,2,2,1,2,2,2,1,2,1,2,6,2,3,3,5,2,1,4,1,2,0,0,,,,0,0,0,2,,3,2,1,2,2,3,1,3,1,3,2,1,5.0,,,,1,62.0,5,3.0,1,0,0,6,5.0,6,1,1,1,4,2,2,1,3.0,,1,4.0,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2
562,563,2,1,2,4,91,1,5,4,5,3,5,2,1,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,1,2,1,1,1,1,2,1,50,30,,,,1,1,0,3,2.0,2,2,2,2,2,2,2,2,3,2,3,3,2.0,,,,1,91.0,1,5.0,3,1,0,6,2.0,4,1,1,2,3,2,1,2,,3.0,2,,2.0,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1
563,564,2,1,1,4,33,9,4,1,3,7,5,3,4,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,1,2,2,1,6,1,2,1,1,2,1,2,2,2,0,1,35.0,,,1,0,0,2,,2,2,2,2,2,2,2,2,3,3,4,3,3.0,5.0,,,1,33.0,9,4.0,2,0,0,6,1.0,3,1,1,1,3,4,1,1,3.0,,1,1.0,,1,1,2,2,2,1,2,2,3,4,2,4,2,2,2,1,4,2
564,565,2,2,1,2,63,11,1,1,3,2,8,3,11,3,,,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,3,1,1,2,1,2,2,3,240,0,,,,3,7,0,5,,2,2,2,2,2,2,2,2,4,4,4,3,3.0,,,,1,63.0,11,3.0,2,0,0,6,1.0,6,2,2,2,3,3,2,2,,3.0,2,,3.0,2,2,2,2,3,2,2,3,2,3,2,4,3,3,2,2,3,2
565,566,2,2,1,7,31,10,4,1,5,3,6,8,4,1,6.0,,2,,2,2,,2,2,2,2,3,2,2,2,2,2,2,5,2,2,1,3,3,1,6,3,6,600,10,,46.0,39.0,0,7,10,3,,2,2,2,2,2,2,2,2,3,4,4,3,1.0,,,,1,31.0,10,8.0,6,2,0,5,2.0,4,1,1,2,2,3,1,2,,3.0,1,4.0,,1,1,1,2,2,1,1,1,2,3,5,3,3,2,4,4,4,5
566,567,2,1,2,6,95,1,5,1,5,7,1,10,3,2,,3.0,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,4,1,6,6,1,480,40,,,,0,0,6,2,2.0,2,2,2,2,2,2,2,2,3,3,3,4,1.0,,,,1,95.0,1,5.0,4,2,0,3,,4,1,1,2,3,2,2,1,2.0,,1,4.0,,2,2,2,2,3,2,2,2,2,2,5,2,5,2,5,5,5,5
567,568,2,1,2,1,30,10,1,2,4,1,7,4,5,2,,2.0,3,,2,2,,1,2,1,1,2,2,2,2,1,2,2,8,1,1,1,1,2,1,1,2,1,450,23,,27.0,51.0,0,1,5,2,2.0,2,2,2,2,2,2,2,2,2,2,1,2,1.0,,,,1,30.0,10,5.0,6,2,0,6,5.0,6,2,1,3,3,3,1,1,3.0,,1,1.0,,2,4,4,4,4,4,4,4,4,4,3,4,2,3,2,2,2,1
568,569,2,1,1,4,44,7,1,1,3,2,1,10,2,2,,2.0,3,,2,2,,2,2,2,2,1,2,2,2,1,2,2,10,1,1,1,1,1,1,1,6,1,720,10,,29.0,30.0,0,0,80,4,,2,2,2,2,2,2,2,2,4,3,4,4,1.0,3.0,,,1,44.0,7,4.0,2,1,0,5,2.0,5,2,1,1,3,2,1,1,3.0,,2,,1.0,2,2,3,3,4,2,3,2,4,3,2,2,2,2,2,1,1,1
569,570,2,2,1,5,31,10,1,1,4,1,3,10,2,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,1,3,1,2,2,1,120,100,,25.0,22.0,3,1,0,4,,2,2,2,2,2,2,2,2,4,4,4,4,1.0,3.0,,,1,31.0,10,4.0,2,1,0,6,5.0,2,1,1,1,4,3,1,2,,3.0,2,,1.0,2,2,3,3,3,3,3,3,3,3,5,4,3,4,5,5,2,3
570,571,2,1,2,6,34,10,3,2,5,5,4,7,2,2,,1.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,1,1,1,2,2,1,150,5,,64.0,54.0,0,3,0,4,2.0,2,2,2,2,2,2,2,2,3,3,3,4,1.0,,,,1,34.0,10,3.0,3,1,1,3,,6,2,1,2,2,1,2,2,,3.0,1,4.0,,2,2,3,3,4,3,4,4,2,4,3,2,2,2,3,2,2,3
571,572,2,3,1,1,45,2,4,1,5,1,8,10,9,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,8,1,2,1,2,1,1,1,2,1,0,0,,,,0,0,0,2,,2,2,2,2,2,2,2,2,3,3,3,3,2.0,,,,1,45.0,2,6.0,3,0,0,4,,6,1,1,2,3,3,1,2,,3.0,2,,3.0,2,3,3,3,3,3,3,3,3,3,1,2,2,1,1,2,2,2
572,573,2,1,2,1,77,1,5,8,8,1,3,8,9,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,2,1,120,3,,40.0,32.0,0,0,0,2,2.0,2,2,2,2,2,2,2,2,4,3,4,4,,,,,1,77.0,1,5.0,6,2,0,6,4.0,6,2,1,2,4,4,2,1,3.0,,1,3.0,,2,2,4,4,4,4,4,3,4,4,5,3,4,1,4,5,5,5
573,574,2,1,2,6,29,8,2,1,4,2,8,4,5,2,,1.0,3,,1,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,1,1,1,1,1,2,6,1,540,10,,30.0,35.0,1,0,3,2,2.0,2,2,2,2,2,2,2,2,4,2,3,2,1.0,8.0,,,1,29.0,8,3.0,2,0,0,6,3.0,2,1,1,2,4,3,2,2,,1.0,2,,5.0,2,1,2,2,2,2,2,2,2,2,2,5,1,2,2,2,5,2
574,575,2,1,1,5,41,2,1,1,5,3,3,8,7,2,,2.0,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,5,1,2,1,2,1,1,1,2,2,150,0,,,,1,2,4,1,,2,2,2,2,2,2,2,2,2,3,3,2,1.0,8.0,,,1,41.0,2,5.0,5,3,0,6,4.0,1,1,1,3,2,1,2,2,,3.0,1,3.0,,2,2,3,3,3,3,3,3,3,3,1,1,2,1,1,2,5,2
575,576,2,1,2,8,34,10,2,1,4,3,6,1,10,2,,3.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,1,1,1,2,2,2,90,0,,,,0,0,0,2,2.0,2,2,2,2,2,2,2,2,3,3,3,4,1.0,,,,1,34.0,10,4.0,2,0,0,6,4.0,3,1,1,2,4,2,1,1,3.0,,2,,3.0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,2,2,1,2
576,577,2,1,1,8,31,10,4,1,5,1,2,3,5,2,,2.0,3,,2,2,,2,2,2,2,2,2,2,2,2,2,2,6,1,1,2,2,1,1,1,2,3,120,0,,,,0,0,0,2,,2,2,2,2,2,2,2,2,3,4,4,4,5.0,,,,1,31.0,10,2.0,1,0,0,4,,3,1,2,2,3,2,1,1,3.0,,1,4.0,,2,2,2,2,2,2,2,2,2,2,3,4,4,2,4,4,5,5
